,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
267,855,2013-07-01 01:15:35,2013-07-01 01:29:50,307,Canal St & Rutgers St,40.71427487,-73.98990025,450,W 49 St & 8 Ave,40.76227205,-73.98788205,19986,Customer,\N,0
268,1086,2013-07-01 01:15:36,2013-07-01 01:33:42,160,E 37 St & Lexington Ave,40.748238,-73.978311,528,2 Ave & E 31 St,40.74290902,-73.97706058,17920,Subscriber,1964,1
271,709,2013-07-01 01:16:26,2013-07-01 01:28:15,508,W 46 St & 11 Ave,40.76341379,-73.99667444,462,W 22 St & 10 Ave,40.74691959,-74.00451887,19245,Subscriber,1975,1
272,807,2013-07-01 01:16:32,2013-07-01 01:29:59,233,Joralemon St & Adams St,40.69246277,-73.98963911,372,Franklin Ave & Myrtle Ave,40.694528000000005,-73.958089,18386,Subscriber,1985,1
274,925,2013-07-01 01:17:29,2013-07-01 01:32:54,377,6 Ave & Canal St,40.72243797,-74.00566443,519,Pershing Square N,40.75188406,-73.97770164,20307,Subscriber,1989,1
276,413,2013-07-01 01:19:31,2013-07-01 01:26:24,465,Broadway & W 41 St,40.75513557,-73.98658032,173,Broadway & W 49 St,40.76064679,-73.98442659,17888,Customer,\N,0
283,516,2013-07-01 01:26:09,2013-07-01 01:34:45,457,Broadway & W 58 St,40.76695317,-73.98169333,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,15876,Subscriber,1964,1
294,200,2013-07-01 01:34:19,2013-07-01 01:37:39,444,Broadway & W 24 St,40.742354299999995,-73.98915076,334,W 20 St & 7 Ave,40.74238787,-73.99726235,18848,Subscriber,1991,1
296,688,2013-07-01 01:35:31,2013-07-01 01:46:59,427,State St,40.70251526,-74.01427023,351,Front St & Maiden Ln,40.70530954,-74.00612572,17662,Customer,\N,0
300,602,2013-07-01 01:38:19,2013-07-01 01:48:21,316,Fulton St & William St,40.70955958,-74.00653609,291,Madison St & Montgomery St,40.713126,-73.984844,15027,Subscriber,1959,1
301,1652,2013-07-01 01:38:22,2013-07-01 02:05:54,379,W 31 St & 7 Ave,40.749156,-73.9916,368,Carmine St & 6 Ave,40.73038599,-74.00214988,19515,Subscriber,1980,1
302,368,2013-07-01 01:38:58,2013-07-01 01:45:06,435,W 21 St & 6 Ave,40.74173969,-73.99415556,497,E 17 St & Broadway,40.73704984,-73.99009296,16244,Subscriber,1965,1
307,654,2013-07-01 01:40:50,2013-07-01 01:51:44,257,Lispenard St & Broadway,40.71939226,-74.00247214,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,18808,Subscriber,1989,1
310,576,2013-07-01 01:45:22,2013-07-01 01:54:58,152,Warren St & Church St,40.71473993,-74.00910627,426,West St & Chambers St,40.71754834,-74.01322069,17459,Customer,\N,0
315,1235,2013-07-01 01:48:41,2013-07-01 02:09:16,411,E 6 St & Avenue D,40.72228087,-73.97668709,301,E 2 St & Avenue B,40.72217444,-73.98368779,14952,Customer,\N,0
316,1568,2013-07-01 01:48:41,2013-07-01 02:14:49,532,S 5 Pl & S 4 St,40.710451,-73.960876,325,E 19 St & 3 Ave,40.73624527,-73.98473765,15791,Subscriber,1968,1
321,1468,2013-07-01 01:54:00,2013-07-01 02:18:28,295,Pike St & E Broadway,40.71406667,-73.99293911,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,17234,Subscriber,1983,1
322,1407,2013-07-01 01:54:56,2013-07-01 02:18:23,350,Clinton St & Grand St,40.71559509,-73.9870295,383,Greenwich Ave & Charles St,40.735238,-74.000271,17043,Customer,\N,0
323,153,2013-07-01 01:54:59,2013-07-01 01:57:32,384,Fulton St & Waverly Ave,40.68317813,-73.9659641,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,14867,Subscriber,1984,1
324,767,2013-07-01 01:56:46,2013-07-01 02:09:33,417,Barclay St & Church St,40.71291224,-74.01020234,2000,Front St & Washington St,40.70255088,-73.98940236,15116,Subscriber,1970,1
325,564,2013-07-01 01:57:00,2013-07-01 02:06:24,466,W 25 St & 6 Ave,40.74395411,-73.99144871,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,15329,Subscriber,1980,1
327,4690,2013-07-01 01:58:16,2013-07-01 03:16:26,301,E 2 St & Avenue B,40.72217444,-73.98368779,455,1 Ave & E 44 St,40.75001986,-73.96905301,15823,Customer,\N,0
330,807,2013-07-01 01:58:29,2013-07-01 02:11:56,446,W 24 St & 7 Ave,40.74487634,-73.99529885,515,W 43 St & 10 Ave,40.76009437,-73.99461843,17983,Subscriber,1985,1
335,278,2013-07-01 02:01:18,2013-07-01 02:05:56,195,Liberty St & Broadway,40.70905623,-74.01043382,415,Pearl St & Hanover Square,40.7047177,-74.00926027,17518,Subscriber,1987,1
338,652,2013-07-01 02:02:44,2013-07-01 02:13:36,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,461,E 20 St & 2 Ave,40.73587678,-73.98205027,18639,Subscriber,1978,1
344,383,2013-07-01 02:09:15,2013-07-01 02:15:38,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,532,S 5 Pl & S 4 St,40.710451,-73.960876,20292,Subscriber,1977,2
348,1460,2013-07-01 02:12:09,2013-07-01 02:36:29,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,19963,Customer,\N,0
355,1180,2013-07-01 02:17:06,2013-07-01 02:36:46,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,312,Allen St & E Houston St,40.722055,-73.989111,15102,Subscriber,1987,1
360,914,2013-07-01 02:21:46,2013-07-01 02:37:00,351,Front St & Maiden Ln,40.70530954,-74.00612572,296,Division St & Bowery,40.71413089,-73.99704679999999,16321,Customer,\N,0
367,2761,2013-07-01 02:26:53,2013-07-01 03:12:54,500,Broadway & W 51 St,40.76228826,-73.98336183,417,Barclay St & Church St,40.71291224,-74.01020234,19764,Customer,\N,0
370,263,2013-07-01 02:29:38,2013-07-01 02:34:01,440,E 45 St & 3 Ave,40.75255434,-73.97282625,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,18350,Subscriber,1986,1
375,606,2013-07-01 02:39:16,2013-07-01 02:49:22,242,Flushing Ave & Carlton Ave,40.69788349,-73.97350332,466,W 25 St & 6 Ave,40.74395411,-73.99144871,16194,Subscriber,1969,1
377,2578,2013-07-01 02:39:31,2013-07-01 03:22:29,297,E 15 St & 3 Ave,40.734232,-73.986923,446,W 24 St & 7 Ave,40.74487634,-73.99529885,16921,Customer,\N,0
378,342,2013-07-01 02:41:37,2013-07-01 02:47:19,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,278,Concord St & Bridge St,40.69766564,-73.98476437,17846,Subscriber,1990,1
380,846,2013-07-01 02:42:52,2013-07-01 02:56:58,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,494,W 26 St & 8 Ave,40.74734825,-73.99723551,16227,Customer,\N,0
381,251,2013-07-01 02:42:55,2013-07-01 02:47:06,498,Broadway & W 32 St,40.74854862,-73.98808416,265,Stanton St & Chrystie St,40.72229346,-73.99147535,15839,Subscriber,1957,1
382,464,2013-07-01 02:42:57,2013-07-01 02:50:41,254,W 11 St & 6 Ave,40.73532427,-73.99800419,325,E 19 St & 3 Ave,40.73624527,-73.98473765,18633,Customer,\N,0
399,521,2013-07-01 02:50:17,2013-07-01 02:58:58,505,6 Ave & W 33 St,40.74901271,-73.98848395,334,W 20 St & 7 Ave,40.74238787,-73.99726235,14949,Subscriber,1965,1
415,292,2013-07-01 03:11:46,2013-07-01 03:16:38,365,Fulton St & Grand Ave,40.68223166,-73.9614583,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,18624,Subscriber,1985,1
418,1346,2013-07-01 03:16:50,2013-07-01 03:39:16,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,514,12 Ave & W 40 St,40.76087502,-74.00277668,16895,Subscriber,1985,2
438,1356,2013-07-01 03:34:36,2013-07-01 03:57:12,296,Division St & Bowery,40.71413089,-73.99704679999999,302,Avenue D & E 3 St,40.72082834,-73.97793172,16226,Customer,\N,0
442,1735,2013-07-01 03:38:35,2013-07-01 04:07:30,447,8 Ave & W 52 St,40.76370739,-73.9851615,351,Front St & Maiden Ln,40.70530954,-74.00612572,19918,Customer,\N,0
444,983,2013-07-01 03:44:39,2013-07-01 04:01:02,326,E 11 St & 1 Ave,40.72953837,-73.98426726,326,E 11 St & 1 Ave,40.72953837,-73.98426726,20151,Subscriber,1988,2
445,279,2013-07-01 03:47:10,2013-07-01 03:51:49,349,Rivington St & Ridge St,40.71850211,-73.98329859,317,E 6 St & Avenue B,40.72453734,-73.98185424,20289,Subscriber,1976,1
448,167,2013-07-01 03:53:24,2013-07-01 03:56:11,253,W 13 St & 5 Ave,40.73543934,-73.99453948,253,W 13 St & 5 Ave,40.73543934,-73.99453948,15254,Subscriber,1979,1
451,528,2013-07-01 04:06:32,2013-07-01 04:15:20,280,E 10 St & 5 Ave,40.73331967,-73.99510132,379,W 31 St & 7 Ave,40.749156,-73.9916,19876,Customer,\N,0
453,761,2013-07-01 04:08:16,2013-07-01 04:20:57,496,E 16 St & 5 Ave,40.73726186,-73.99238967,2003,1 Ave & E 18 St,40.73416059,-73.98024289,18884,Customer,\N,0
460,549,2013-07-01 04:14:31,2013-07-01 04:23:40,492,W 33 St & 7 Ave,40.75019995,-73.99093085,482,W 15 St & 7 Ave,40.73935542,-73.99931783,19635,Customer,\N,0
469,1061,2013-07-01 04:19:28,2013-07-01 04:37:09,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,505,6 Ave & W 33 St,40.74901271,-73.98848395,15032,Subscriber,1978,2
470,1448,2013-07-01 04:22:58,2013-07-01 04:47:06,490,8 Ave & W 33 St,40.751551,-73.993934,330,Reade St & Broadway,40.71450451,-74.00562789,15721,Customer,\N,0
491,445,2013-07-01 05:03:16,2013-07-01 05:10:41,127,Barrow St & Hudson St,40.73172428,-74.00674436,329,Greenwich St & N Moore St,40.72043411,-74.01020609,18376,Customer,\N,0
493,1803,2013-07-01 05:05:58,2013-07-01 05:36:01,398,Atlantic Ave & Furman St,40.69165183,-73.99997859999999,282,Kent Ave & S 11 St,40.70827295,-73.96834101,15229,Subscriber,1947,1
494,413,2013-07-01 05:08:39,2013-07-01 05:15:32,311,Norfolk St & Broome St,40.7172274,-73.98802084,268,Howard St & Centre St,40.71910537,-73.99973337,15451,Subscriber,1983,2
498,1347,2013-07-01 05:10:00,2013-07-01 05:32:27,464,E 56 St & 3 Ave,40.75934501,-73.96759673,307,Canal St & Rutgers St,40.71427487,-73.98990025,15294,Subscriber,1973,1
501,1181,2013-07-01 05:11:46,2013-07-01 05:31:27,360,William St & Pine St,40.70717936,-74.00887308,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,14860,Customer,\N,0
508,13452,2013-07-01 05:17:52,2013-07-01 09:02:04,355,Bayard St & Baxter St,40.71602118,-73.99974372,490,8 Ave & W 33 St,40.751551,-73.993934,14972,Customer,\N,0
514,939,2013-07-01 05:22:42,2013-07-01 05:38:21,281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,18767,Customer,\N,0
524,2644,2013-07-01 05:30:37,2013-07-01 06:14:41,332,Cherry St,40.71219906,-73.97948148,332,Cherry St,40.71219906,-73.97948148,18714,Subscriber,1971,1
527,322,2013-07-01 05:31:56,2013-07-01 05:37:18,376,John St & William St,40.70862144,-74.00722156,309,Murray St & West St,40.7149787,-74.013012,20184,Subscriber,1976,1
538,1044,2013-07-01 05:37:02,2013-07-01 05:54:26,454,E 51 St & 1 Ave,40.75455731,-73.96592976,477,W 41 St & 8 Ave,40.75640548,-73.9900262,15497,Subscriber,1959,2
541,867,2013-07-01 05:37:56,2013-07-01 05:52:23,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,328,Watts St & Greenwich St,40.72405549,-74.00965965,15799,Subscriber,1980,1
544,452,2013-07-01 05:38:38,2013-07-01 05:46:10,261,Johnson St & Gold St,40.69474881,-73.98362464,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,17378,Subscriber,1969,2
545,368,2013-07-01 05:38:44,2013-07-01 05:44:52,415,Pearl St & Hanover Square,40.7047177,-74.00926027,417,Barclay St & Church St,40.71291224,-74.01020234,14832,Subscriber,1987,1
547,477,2013-07-01 05:39:16,2013-07-01 05:47:13,527,E 33 St & 1 Ave,40.74315566,-73.97434726,485,W 37 St & 5 Ave,40.75038009,-73.98338988,17128,Subscriber,1968,1
555,371,2013-07-01 05:43:12,2013-07-01 05:49:23,475,E 16 St & Irving Pl,40.73524276,-73.98758561,290,2 Ave & E 58 St,40.76020258,-73.96478473,17966,Subscriber,1978,1
568,594,2013-07-01 05:48:01,2013-07-01 05:57:55,520,W 52 St & 5 Ave,40.75992262,-73.97648516,456,E 53 St & Madison Ave,40.75971079999999,-73.97402311,19296,Customer,\N,0
574,1421,2013-07-01 05:49:16,2013-07-01 06:12:57,276,Duane St & Greenwich St,40.71748752,-74.0104554,525,W 34 St & 11 Ave,40.75594159,-74.0021163,19057,Subscriber,1977,1
575,1800,2013-07-01 05:49:19,2013-07-01 06:19:19,517,Pershing Square S,40.75149263,-73.97798848,306,Cliff St & Fulton St,40.70823502,-74.00530063,16783,Subscriber,1970,1
581,731,2013-07-01 05:52:18,2013-07-01 06:04:29,330,Reade St & Broadway,40.71450451,-74.00562789,334,W 20 St & 7 Ave,40.74238787,-73.99726235,15121,Subscriber,1988,1
586,333,2013-07-01 05:54:00,2013-07-01 05:59:33,2009,Catherine St & Monroe St,40.71117444,-73.99682619,387,Centre St & Chambers St,40.71273266,-74.0046073,19214,Subscriber,1972,1
592,180,2013-07-01 05:55:09,2013-07-01 05:58:09,391,Clark St & Henry St,40.69760127,-73.99344559,233,Joralemon St & Adams St,40.69246277,-73.98963911,18596,Subscriber,1975,2
594,1239,2013-07-01 05:55:40,2013-07-01 06:16:19,516,E 47 St & 1 Ave,40.75206862,-73.96784384,223,W 13 St & 7 Ave,40.73781509,-73.99994661,16477,Subscriber,1962,1
597,258,2013-07-01 05:56:19,2013-07-01 06:00:37,471,Grand St & Havemeyer St,40.71286844,-73.95698119,359,E 47 St & Park Ave,40.75510267,-73.97498696,18738,Subscriber,1990,1
610,1149,2013-07-01 05:58:36,2013-07-01 06:17:45,545,E 23 St & 1 Ave,40.736502,-73.97809472,456,E 53 St & Madison Ave,40.75971079999999,-73.97402311,14839,Subscriber,1954,1
611,495,2013-07-01 05:58:42,2013-07-01 06:06:57,271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,2000,Front St & Washington St,40.70255088,-73.98940236,18647,Subscriber,1987,1
613,925,2013-07-01 05:59:31,2013-07-01 06:14:56,279,Sands St & Gold St,40.69986937,-73.98271933,311,Norfolk St & Broome St,40.7172274,-73.98802084,16829,Subscriber,1965,2
615,997,2013-07-01 06:00:16,2013-07-01 06:16:53,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,467,Dean St & 4 Ave,40.68312489,-73.97895137,16199,Subscriber,1979,2
620,1118,2013-07-01 06:01:20,2013-07-01 06:19:58,488,W 39 St & 9 Ave,40.75645824,-73.99372222,497,E 17 St & Broadway,40.73704984,-73.99009296,15502,Subscriber,1957,1
622,1449,2013-07-01 06:01:48,2013-07-01 06:25:57,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,330,Reade St & Broadway,40.71450451,-74.00562789,17524,Subscriber,1951,1
623,427,2013-07-01 06:01:53,2013-07-01 06:09:00,238,Bank St & Washington St,40.7361967,-74.00859207,516,E 47 St & 1 Ave,40.75206862,-73.96784384,18394,Subscriber,1969,1
625,347,2013-07-01 06:02:10,2013-07-01 06:07:57,433,E 13 St & Avenue A,40.72955361,-73.98057249,285,Broadway & E 14 St,40.73454567,-73.99074142,20579,Subscriber,1976,2
626,1175,2013-07-01 06:02:11,2013-07-01 06:21:46,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,19596,Subscriber,1972,1
628,1787,2013-07-01 06:02:35,2013-07-01 06:32:22,304,Broadway & Battery Pl,40.70463334,-74.01361706,478,11 Ave & W 41 St,40.76030096,-73.99884222,19589,Subscriber,1968,1
632,1697,2013-07-01 06:04:16,2013-07-01 06:32:33,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,16903,Subscriber,1950,2
634,245,2013-07-01 06:05:23,2013-07-01 06:09:28,249,Harrison St & Hudson St,40.71870987,-74.0090009,478,11 Ave & W 41 St,40.76030096,-73.99884222,19081,Subscriber,1986,1
635,562,2013-07-01 06:06:01,2013-07-01 06:15:23,263,Elizabeth St & Hester St,40.717290000000006,-73.996375,417,Barclay St & Church St,40.71291224,-74.01020234,15895,Subscriber,1969,1
636,1310,2013-07-01 06:06:07,2013-07-01 06:27:57,347,W Houston St & Hudson St,40.72873888,-74.00748842,457,Broadway & W 58 St,40.76695317,-73.98169333,18759,Subscriber,1982,1
638,616,2013-07-01 06:06:37,2013-07-01 06:16:53,153,E 40 St & 5 Ave,40.752062306999996,-73.9816324043,290,2 Ave & E 58 St,40.76020258,-73.96478473,16620,Customer,\N,0
647,149,2013-07-01 06:10:15,2013-07-01 06:12:44,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,20309,Subscriber,1981,1
651,1118,2013-07-01 06:11:56,2013-07-01 06:30:34,291,Madison St & Montgomery St,40.713126,-73.984844,527,E 33 St & 1 Ave,40.74315566,-73.97434726,15044,Subscriber,1963,1
665,837,2013-07-01 06:13:26,2013-07-01 06:27:23,525,W 34 St & 11 Ave,40.75594159,-74.0021163,225,W 14 St & The High Line,40.74195138,-74.00803013,18894,Subscriber,1977,1
673,779,2013-07-01 06:14:43,2013-07-01 06:27:42,310,State St & Smith St,40.68926942,-73.98912867,313,Washington Ave & Park Ave,40.69610226,-73.96751037,17576,Subscriber,1958,1
693,183,2013-07-01 06:18:12,2013-07-01 06:21:15,495,W 47 St & 10 Ave,40.76269882,-73.99301222,486,Broadway & W 29 St,40.7462009,-73.98855723,16038,Subscriber,1988,1
718,606,2013-07-01 06:22:21,2013-07-01 06:32:27,346,Bank St & Hudson St,40.73652889,-74.00618026,147,Greenwich St & Warren St,40.71542197,-74.01121978,17090,Subscriber,1970,1
720,746,2013-07-01 06:22:41,2013-07-01 06:35:07,342,Columbia St & Rivington St,40.71739973,-73.98016555,417,Barclay St & Church St,40.71291224,-74.01020234,18657,Subscriber,1971,1
729,589,2013-07-01 06:23:45,2013-07-01 06:33:34,361,Allen St & Hester St,40.71605866,-73.99190759,301,E 2 St & Avenue B,40.72217444,-73.98368779,15154,Subscriber,1981,2
730,366,2013-07-01 06:23:46,2013-07-01 06:29:52,363,West Thames St,40.70834698,-74.01713445,363,West Thames St,40.70834698,-74.01713445,15808,Subscriber,1974,1
732,767,2013-07-01 06:23:58,2013-07-01 06:36:45,456,E 53 St & Madison Ave,40.75971079999999,-73.97402311,468,Broadway & W 55 St,40.7652654,-73.98192338,17386,Subscriber,1969,1
738,473,2013-07-01 06:25:01,2013-07-01 06:32:54,82,St James Pl & Pearl St,40.71117416,-74.00016545,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,16115,Subscriber,1983,1
751,997,2013-07-01 06:26:51,2013-07-01 06:43:28,513,W 56 St & 10 Ave,40.768254,-73.988639,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,18767,Subscriber,1971,1
755,148,2013-07-01 06:27:19,2013-07-01 06:29:47,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,426,West St & Chambers St,40.71754834,-74.01322069,20078,Subscriber,1959,1
775,752,2013-07-01 06:29:39,2013-07-01 06:42:11,386,Centre St & Worth St,40.71494807,-74.00234482,360,William St & Pine St,40.70717936,-74.00887308,19846,Subscriber,1990,1
776,292,2013-07-01 06:29:40,2013-07-01 06:34:32,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,510,W 51 St & 6 Ave,40.7606597,-73.98042047,18633,Subscriber,1984,1
810,978,2013-07-01 06:34:38,2013-07-01 06:50:56,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,391,Clark St & Henry St,40.69760127,-73.99344559,19575,Subscriber,1986,1
836,1203,2013-07-01 06:38:23,2013-07-01 06:58:26,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,309,Murray St & West St,40.7149787,-74.013012,17973,Subscriber,1972,1
841,324,2013-07-01 06:38:34,2013-07-01 06:43:58,212,W 16 St & The High Line,40.74334935,-74.00681753,79,Franklin St & W Broadway,40.71911552,-74.00666661,19421,Subscriber,1972,1
850,678,2013-07-01 06:39:49,2013-07-01 06:51:07,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,525,W 34 St & 11 Ave,40.75594159,-74.0021163,16148,Subscriber,1973,1
852,346,2013-07-01 06:39:51,2013-07-01 06:45:37,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,15611,Subscriber,1980,1
875,820,2013-07-01 06:42:23,2013-07-01 06:56:03,340,Madison St & Clinton St,40.71269042,-73.98776323,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,18266,Subscriber,1978,2
876,11723,2013-07-01 06:42:27,2013-07-01 09:57:50,503,E 20 St & Park Ave,40.73827428,-73.98751968,376,John St & William St,40.70862144,-74.00722156,19374,Subscriber,1969,1
885,1076,2013-07-01 06:43:19,2013-07-01 07:01:15,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,361,Allen St & Hester St,40.71605866,-73.99190759,16064,Customer,\N,0
896,2214,2013-07-01 06:44:30,2013-07-01 07:21:24,314,Montague St & Clinton St,40.69424674,-73.99215922,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,16355,Subscriber,1988,1
903,322,2013-07-01 06:44:59,2013-07-01 06:50:21,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,16006,Subscriber,1989,1
909,319,2013-07-01 06:45:18,2013-07-01 06:50:37,315,South St & Gouverneur Ln,40.70355377,-74.00670227,304,Broadway & Battery Pl,40.70463334,-74.01361706,19641,Subscriber,1947,1
910,957,2013-07-01 06:45:23,2013-07-01 07:01:20,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,358,Christopher St & Greenwich St,40.73291553,-74.00711384,16238,Customer,\N,0
914,365,2013-07-01 06:45:48,2013-07-01 06:51:53,266,Avenue D & E 8 St,40.72368361,-73.97574813,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,18728,Subscriber,1951,2
922,636,2013-07-01 06:46:31,2013-07-01 06:57:07,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,464,E 56 St & 3 Ave,40.75934501,-73.96759673,19656,Subscriber,1986,1
923,580,2013-07-01 06:46:36,2013-07-01 06:56:16,259,South St & Whitehall St,40.70122128,-74.01234218,2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,19802,Subscriber,1956,1
930,425,2013-07-01 06:47:17,2013-07-01 06:54:22,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,489,10 Ave & W 28 St,40.75066386,-74.00176802,14965,Subscriber,1971,1
935,389,2013-07-01 06:47:36,2013-07-01 06:54:05,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,492,W 33 St & 7 Ave,40.75019995,-73.99093085,17393,Customer,\N,0
943,590,2013-07-01 06:49:00,2013-07-01 06:58:50,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,18751,Subscriber,1966,1
957,1136,2013-07-01 06:50:35,2013-07-01 07:09:31,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,470,W 20 St & 8 Ave,40.74345335,-74.00004031,15543,Subscriber,1980,1
996,542,2013-07-01 06:53:38,2013-07-01 07:02:40,339,Avenue D & E 12 St,40.72580614,-73.97422494,350,Clinton St & Grand St,40.71559509,-73.9870295,20586,Customer,\N,0
1007,545,2013-07-01 06:54:53,2013-07-01 07:03:58,303,Mercer St & Spring St,40.72362738,-73.99949601,309,Murray St & West St,40.7149787,-74.013012,20616,Subscriber,1982,1
1021,143,2013-07-01 06:55:50,2013-07-01 06:58:13,262,Washington Park,40.69178232,-73.97372989,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,17215,Subscriber,1981,1
1034,632,2013-07-01 06:57:30,2013-07-01 07:08:02,328,Watts St & Greenwich St,40.72405549,-74.00965965,238,Bank St & Washington St,40.7361967,-74.00859207,16799,Customer,\N,0
1043,671,2013-07-01 06:58:32,2013-07-01 07:09:43,250,Lafayette St & Jersey St,40.72456089,-73.99565293,334,W 20 St & 7 Ave,40.74238787,-73.99726235,18196,Subscriber,1959,1
1070,265,2013-07-01 07:01:55,2013-07-01 07:06:20,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,468,Broadway & W 55 St,40.7652654,-73.98192338,15915,Subscriber,1988,2
1072,445,2013-07-01 07:02:08,2013-07-01 07:09:33,501,FDR Drive & E 35 St,40.744219,-73.97121214,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,15308,Subscriber,1980,1
1127,1747,2013-07-01 07:06:19,2013-07-01 07:35:26,390,Duffield St & Willoughby St,40.69221589,-73.9842844,363,West Thames St,40.70834698,-74.01713445,18104,Customer,\N,0
1136,738,2013-07-01 07:07:25,2013-07-01 07:19:43,383,Greenwich Ave & Charles St,40.735238,-74.000271,458,11 Ave & W 27 St,40.751396,-74.00522600000001,20602,Subscriber,1980,1
1138,566,2013-07-01 07:07:36,2013-07-01 07:17:02,313,Washington Ave & Park Ave,40.69610226,-73.96751037,430,York St & Jay St,40.7014851,-73.98656928,18881,Customer,\N,0
1142,1708,2013-07-01 07:08:18,2013-07-01 07:36:46,408,Market St & Cherry St,40.71076228,-73.99400398,440,E 45 St & 3 Ave,40.75255434,-73.97282625,15070,Subscriber,1970,1
1170,917,2013-07-01 07:11:17,2013-07-01 07:26:34,514,12 Ave & W 40 St,40.76087502,-74.00277668,329,Greenwich St & N Moore St,40.72043411,-74.01020609,15237,Subscriber,1987,2
1178,211,2013-07-01 07:12:04,2013-07-01 07:15:35,243,Fulton St & Rockwell Pl,40.687979,-73.978474,485,W 37 St & 5 Ave,40.75038009,-73.98338988,16151,Subscriber,1960,1
1179,212,2013-07-01 07:12:06,2013-07-01 07:15:38,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,300,Shevchenko Pl & E 6 St,40.728145,-73.990214,19468,Subscriber,1989,2
1215,3856,2013-07-01 07:15:43,2013-07-01 08:19:59,484,W 44 St & 5 Ave,40.75500254,-73.98014437,484,W 44 St & 5 Ave,40.75500254,-73.98014437,19654,Customer,\N,0
1219,386,2013-07-01 07:15:47,2013-07-01 07:22:13,441,E 52 St & 2 Ave,40.756014,-73.967416,484,W 44 St & 5 Ave,40.75500254,-73.98014437,19271,Subscriber,1987,1
1235,1193,2013-07-01 07:16:39,2013-07-01 07:36:32,144,Nassau St & Navy St,40.69839895,-73.98068914,265,Stanton St & Chrystie St,40.72229346,-73.99147535,17514,Subscriber,1973,1
1241,1486,2013-07-01 07:17:03,2013-07-01 07:41:49,341,Stanton St & Mangin St,40.71782143,-73.97628939,484,W 44 St & 5 Ave,40.75500254,-73.98014437,19988,Subscriber,1975,1
1280,359,2013-07-01 07:19:42,2013-07-01 07:25:41,473,Rivington St & Chrystie St,40.72110063,-73.99192540000001,348,W Broadway & Spring St,40.72490985,-74.00154702,15993,Subscriber,1985,2
